# Source     : all
# Name       : sampledSurface
# Cells      : 559600
# Volume     : 4.859558e-09
# Scale factor: 1.000000e+00
# Time       	volIntegrateU
0.02575      	4.930517e-09 1.004901e-10 -8.815971e-18
0.02576      	4.930399e-09 8.987265e-11 -8.820688e-18
0.02577      	4.930269e-09 7.899980e-11 -8.822662e-18
0.02578      	4.930130e-09 6.789153e-11 -8.824936e-18
0.02579      	4.929979e-09 5.657500e-11 -8.838132e-18
0.0258       	4.929818e-09 4.507580e-11 -8.822265e-18
0.02581      	4.929644e-09 3.341925e-11 -8.815568e-18
0.02582      	4.929460e-09 2.163257e-11 -8.818951e-18
0.02583      	4.929265e-09 9.732879e-12 -8.814022e-18
0.02584      	4.929057e-09 -2.252431e-12 -8.809339e-18
0.02585      	4.928838e-09 -1.428793e-11 -8.804491e-18
0.02586      	4.928608e-09 -2.635273e-11 -8.798740e-18
0.02587      	4.928367e-09 -3.843021e-11 -8.790839e-18
0.02588      	4.928117e-09 -5.048372e-11 -8.781532e-18
0.02589      	4.927861e-09 -6.249411e-11 -8.771346e-18
0.0259       	4.927597e-09 -7.441583e-11 -8.760278e-18
0.02591      	4.927327e-09 -8.623557e-11 -8.747694e-18
0.02592      	4.927048e-09 -9.794077e-11 -8.733629e-18
0.02593      	4.926768e-09 -1.094880e-10 -8.718411e-18
0.02594      	4.926482e-09 -1.208625e-10 -8.702008e-18
0.02595      	4.926194e-09 -1.320216e-10 -8.684534e-18
0.02596      	4.925907e-09 -1.429504e-10 -8.665642e-18
0.02597      	4.925622e-09 -1.536196e-10 -8.646173e-18
0.02598      	4.925337e-09 -1.640010e-10 -8.625287e-18
0.02599      	4.925050e-09 -1.740773e-10 -8.603560e-18
0.026        	4.924765e-09 -1.838168e-10 -8.580615e-18
0.02601      	4.924485e-09 -1.932017e-10 -8.557042e-18
0.02602      	4.924211e-09 -2.022108e-10 -8.532847e-18
0.02603      	4.923946e-09 -2.108159e-10 -8.508033e-18
0.02604      	4.923689e-09 -2.189953e-10 -8.482374e-18
0.02605      	4.923434e-09 -2.267289e-10 -8.456092e-18
0.02606      	4.923188e-09 -2.340017e-10 -8.429116e-18
0.02607      	4.922949e-09 -2.407921e-10 -8.402213e-18
0.02608      	4.922723e-09 -2.470826e-10 -8.374470e-18
0.02609      	4.922509e-09 -2.528533e-10 -8.346301e-18
0.0261       	4.922305e-09 -2.580896e-10 -8.318403e-18
0.02611      	4.922111e-09 -2.627770e-10 -8.290259e-18
0.02612      	4.921929e-09 -2.669101e-10 -8.261870e-18
0.02613      	4.921758e-09 -2.704608e-10 -8.233713e-18
0.02614      	4.921598e-09 -2.734256e-10 -8.205596e-18
0.02615      	4.921450e-09 -2.757980e-10 -8.177570e-18
0.02616      	4.921314e-09 -2.775660e-10 -8.149498e-18
0.02617      	4.921189e-09 -2.787225e-10 -8.122431e-18
0.02618      	4.921074e-09 -2.792698e-10 -8.095214e-18
0.02619      	4.920969e-09 -2.791987e-10 -8.069003e-18
0.0262       	4.920873e-09 -2.785019e-10 -8.042915e-18
0.02621      	4.920786e-09 -2.771823e-10 -8.017110e-18
0.02622      	4.920708e-09 -2.752416e-10 -7.991748e-18
0.02623      	4.920636e-09 -2.726820e-10 -7.968203e-18
0.02624      	4.920571e-09 -2.695038e-10 -7.945209e-18
0.02625      	4.920513e-09 -2.657164e-10 -7.921820e-18
0.02626      	4.920460e-09 -2.613244e-10 -7.900618e-18
0.02627      	4.920409e-09 -2.563279e-10 -7.880799e-18
0.02628      	4.920363e-09 -2.507518e-10 -7.861601e-18
0.02629      	4.920321e-09 -2.446002e-10 -7.841987e-18
0.0263       	4.920275e-09 -2.378799e-10 -7.821637e-18
0.02631      	4.920227e-09 -2.306044e-10 -7.804185e-18
0.02632      	4.920177e-09 -2.227918e-10 -7.803384e-18
0.02633      	4.920125e-09 -2.144656e-10 -7.767063e-18
0.02634      	4.920069e-09 -2.056354e-10 -7.760786e-18
0.02635      	4.920008e-09 -1.963202e-10 -7.750699e-18
0.02636      	4.919938e-09 -1.865387e-10 -7.735832e-18
0.02637      	4.919858e-09 -1.763073e-10 -7.716822e-18
0.02638      	4.919765e-09 -1.656499e-10 -7.703603e-18
0.02639      	4.919663e-09 -1.545958e-10 -7.698752e-18
0.0264       	4.919549e-09 -1.431637e-10 -7.689788e-18
0.02641      	4.919424e-09 -1.313793e-10 -7.681327e-18
0.02642      	4.919287e-09 -1.192609e-10 -7.672032e-18
0.02643      	4.919136e-09 -1.068449e-10 -7.665267e-18
0.02644      	4.918972e-09 -9.414994e-11 -7.657044e-18
0.02645      	4.918794e-09 -8.120436e-11 -7.649634e-18
0.02646      	4.918600e-09 -6.803463e-11 -7.641448e-18
0.02647      	4.918385e-09 -5.467028e-11 -7.632935e-18
0.02648      	4.918156e-09 -4.113999e-11 -7.626597e-18
0.02649      	4.917911e-09 -2.746887e-11 -7.619841e-18
0.0265       	4.917653e-09 -1.368318e-11 -7.614982e-18
0.02651      	4.917381e-09 1.799289e-13 -7.608858e-18
0.02652      	4.917095e-09 1.409391e-11 -7.603265e-18
0.02653      	4.916798e-09 2.803157e-11 -7.597184e-18
0.02654      	4.916489e-09 4.195188e-11 -7.590503e-18
0.02655      	4.916169e-09 5.584105e-11 -7.584137e-18
0.02656      	4.915840e-09 6.965895e-11 -7.577613e-18
0.02657      	4.915501e-09 8.337202e-11 -7.570506e-18
0.02658      	4.915154e-09 9.695565e-11 -7.563145e-18
0.02659      	4.914798e-09 1.103875e-10 -7.555402e-18
0.0266       	4.914438e-09 1.236327e-10 -7.547583e-18
0.02661      	4.914075e-09 1.366634e-10 -7.539391e-18
0.02662      	4.913706e-09 1.494453e-10 -7.531099e-18
0.02663      	4.913338e-09 1.619518e-10 -7.522748e-18
0.02664      	4.912974e-09 1.741458e-10 -7.513967e-18
0.02665      	4.912613e-09 1.860091e-10 -7.504572e-18
0.02666      	4.912252e-09 1.975121e-10 -7.496271e-18
0.02667      	4.911897e-09 2.086272e-10 -7.487630e-18
0.02668      	4.911546e-09 2.193287e-10 -7.478689e-18
0.02669      	4.911199e-09 2.295923e-10 -7.469374e-18
0.0267       	4.910864e-09 2.393846e-10 -7.460540e-18
0.02671      	4.910533e-09 2.486902e-10 -7.451689e-18
0.02672      	4.910213e-09 2.574835e-10 -7.442428e-18
0.02673      	4.909904e-09 2.657360e-10 -7.433471e-18
0.02674      	4.909608e-09 2.734400e-10 -7.424165e-18
0.02675      	4.909324e-09 2.805635e-10 -7.414899e-18
0.02676      	4.909054e-09 2.870850e-10 -7.406090e-18
0.02677      	4.908799e-09 2.929996e-10 -7.397645e-18
0.02678      	4.908558e-09 2.982853e-10 -7.389130e-18
0.02679      	4.908329e-09 3.029313e-10 -7.380765e-18
0.0268       	4.908112e-09 3.069221e-10 -7.372577e-18
0.02681      	4.907911e-09 3.102399e-10 -7.365008e-18
0.02682      	4.907727e-09 3.128811e-10 -7.357730e-18
0.02683      	4.907558e-09 3.148331e-10 -7.350816e-18
0.02684      	4.907403e-09 3.160964e-10 -7.344163e-18
0.02685      	4.907261e-09 3.166645e-10 -7.338332e-18
0.02686      	4.907131e-09 3.165311e-10 -7.332548e-18
0.02687      	4.907014e-09 3.156927e-10 -7.327546e-18
0.02688      	4.906910e-09 3.141526e-10 -7.322747e-18
0.02689      	4.906818e-09 3.119080e-10 -7.318735e-18
0.0269       	4.906739e-09 3.089731e-10 -7.314394e-18
0.02691      	4.906667e-09 3.053402e-10 -7.311307e-18
0.02692      	4.906603e-09 3.010222e-10 -7.308200e-18
0.02693      	4.906545e-09 2.960269e-10 -7.305735e-18
0.02694      	4.906493e-09 2.903630e-10 -7.303244e-18
0.02695      	4.906448e-09 2.840491e-10 -7.301316e-18
0.02696      	4.906407e-09 2.770902e-10 -7.299069e-18
0.02697      	4.906367e-09 2.695069e-10 -7.297672e-18
0.02698      	4.906327e-09 2.613067e-10 -7.295816e-18
0.02699      	4.906287e-09 2.525209e-10 -7.294219e-18
0.027        	4.906243e-09 2.431584e-10 -7.294003e-18
0.02701      	4.906195e-09 2.332448e-10 -7.292950e-18
0.02702      	4.906140e-09 2.227887e-10 -7.287787e-18
0.02703      	4.906079e-09 2.118251e-10 -7.288338e-18
0.02704      	4.906007e-09 2.003700e-10 -7.292435e-18
0.02705      	4.905924e-09 1.884553e-10 -7.305385e-18
0.02706      	4.905830e-09 1.761065e-10 -7.287338e-18
0.02707      	4.905722e-09 1.633474e-10 -7.283494e-18
0.02708      	4.905600e-09 1.502002e-10 -7.280494e-18
0.02709      	4.905466e-09 1.366995e-10 -7.282109e-18
0.0271       	4.905316e-09 1.228656e-10 -7.277227e-18
0.02711      	4.905146e-09 1.087390e-10 -7.269732e-18
0.02712      	4.904958e-09 9.434351e-11 -7.269095e-18
0.02713      	4.904750e-09 7.970324e-11 -7.259244e-18
0.02714      	4.904525e-09 6.485413e-11 -7.243090e-18
0.02715      	4.904284e-09 4.983099e-11 -7.239154e-18
0.02716      	4.904027e-09 3.465709e-11 -7.228321e-18
0.02717      	4.903752e-09 1.936725e-11 -7.216156e-18
0.02718      	4.903460e-09 3.990848e-12 -7.203112e-18
0.02719      	4.903153e-09 -1.142876e-11 -7.188753e-18
0.0272       	4.902833e-09 -2.687390e-11 -7.173587e-18
0.02721      	4.902497e-09 -4.230525e-11 -7.156260e-18
0.02722      	4.902149e-09 -5.769304e-11 -7.137288e-18
0.02723      	4.901790e-09 -7.300225e-11 -7.117365e-18
0.02724      	4.901424e-09 -8.819536e-11 -7.094940e-18
0.02725      	4.901049e-09 -1.032481e-10 -7.071656e-18
0.02726      	4.900667e-09 -1.181263e-10 -7.046177e-18
0.02727      	4.900280e-09 -1.328008e-10 -7.018913e-18
0.02728      	4.899888e-09 -1.472392e-10 -6.990687e-18
0.02729      	4.899487e-09 -1.614163e-10 -6.961179e-18
0.0273       	4.899090e-09 -1.752877e-10 -6.930672e-18
0.02731      	4.898695e-09 -1.888309e-10 -6.898767e-18
0.02732      	4.898305e-09 -2.020033e-10 -6.865773e-18
0.02733      	4.897921e-09 -2.147855e-10 -6.832104e-18
0.02734      	4.897539e-09 -2.271487e-10 -6.797357e-18
0.02735      	4.897169e-09 -2.390501e-10 -6.762015e-18
0.02736      	4.896802e-09 -2.504707e-10 -6.725760e-18
0.02737      	4.896446e-09 -2.613907e-10 -6.689223e-18
0.02738      	4.896100e-09 -2.717771e-10 -6.652056e-18
0.02739      	4.895768e-09 -2.816017e-10 -6.614174e-18
0.0274       	4.895445e-09 -2.908398e-10 -6.575572e-18
0.02741      	4.895136e-09 -2.994745e-10 -6.536841e-18
0.02742      	4.894842e-09 -3.074775e-10 -6.498491e-18
0.02743      	4.894565e-09 -3.148335e-10 -6.459767e-18
0.02744      	4.894305e-09 -3.215233e-10 -6.421026e-18
0.02745      	4.894062e-09 -3.275300e-10 -6.382448e-18
0.02746      	4.893835e-09 -3.328357e-10 -6.344455e-18
0.02747      	4.893623e-09 -3.374246e-10 -6.306579e-18
0.02748      	4.893427e-09 -3.412861e-10 -6.269047e-18
0.02749      	4.893250e-09 -3.444117e-10 -6.232452e-18
0.0275       	4.893089e-09 -3.467946e-10 -6.195409e-18
0.02751      	4.892946e-09 -3.484217e-10 -6.159405e-18
0.02752      	4.892817e-09 -3.492926e-10 -6.124631e-18
0.02753      	4.892703e-09 -3.494016e-10 -6.090224e-18
0.02754      	4.892603e-09 -3.487485e-10 -6.056577e-18
0.02755      	4.892519e-09 -3.473328e-10 -6.023837e-18
0.02756      	4.892448e-09 -3.451565e-10 -5.991921e-18
0.02757      	4.892391e-09 -3.422243e-10 -5.960818e-18
0.02758      	4.892344e-09 -3.385450e-10 -5.930532e-18
0.02759      	4.892308e-09 -3.341240e-10 -5.901356e-18
0.0276       	4.892279e-09 -3.289692e-10 -5.873269e-18
0.02761      	4.892259e-09 -3.230910e-10 -5.845817e-18
0.02762      	4.892245e-09 -3.165102e-10 -5.819634e-18
0.02763      	4.892235e-09 -3.092314e-10 -5.794222e-18
0.02764      	4.892229e-09 -3.012816e-10 -5.770188e-18
0.02765      	4.892224e-09 -2.926691e-10 -5.746249e-18
0.02766      	4.892216e-09 -2.834234e-10 -5.718571e-18
0.02767      	4.892205e-09 -2.735599e-10 -5.698791e-18
0.02768      	4.892189e-09 -2.630901e-10 -5.682352e-18
0.02769      	4.892169e-09 -2.520556e-10 -5.664478e-18
0.0277       	4.892141e-09 -2.404730e-10 -5.648315e-18
0.02771      	4.892100e-09 -2.283613e-10 -5.628060e-18
0.02772      	4.892049e-09 -2.157513e-10 -5.611929e-18
0.02773      	4.891986e-09 -2.026722e-10 -5.579921e-18
0.02774      	4.891912e-09 -1.891527e-10 -5.578858e-18
0.02775      	4.891818e-09 -1.752203e-10 -5.570297e-18
0.02776      	4.891709e-09 -1.609039e-10 -5.560543e-18
0.02777      	4.891583e-09 -1.462326e-10 -5.548996e-18
0.02778      	4.891440e-09 -1.312362e-10 -5.538506e-18
0.02779      	4.891271e-09 -1.159473e-10 -5.527955e-18
0.0278       	4.891083e-09 -1.003968e-10 -5.518007e-18
0.02781      	4.890877e-09 -8.461515e-11 -5.508244e-18
0.02782      	4.890652e-09 -6.864264e-11 -5.498585e-18
0.02783      	4.890409e-09 -5.250644e-11 -5.489612e-18
0.02784      	4.890145e-09 -3.623413e-11 -5.481252e-18
0.02785      	4.889864e-09 -1.985970e-11 -5.475311e-18
0.02786      	4.889566e-09 -3.421933e-12 -5.467857e-18
0.02787      	4.889251e-09 1.304959e-11 -5.461015e-18
0.02788      	4.888918e-09 2.951714e-11 -5.453701e-18
0.02789      	4.888573e-09 4.594590e-11 -5.446359e-18
0.0279       	4.888216e-09 6.231271e-11 -5.438627e-18
0.02791      	4.887852e-09 7.857635e-11 -5.430865e-18
0.02792      	4.887470e-09 9.470145e-11 -5.422982e-18
0.02793      	4.887084e-09 1.106533e-10 -5.415075e-18
0.02794      	4.886691e-09 1.264052e-10 -5.406647e-18
0.02795      	4.886294e-09 1.419138e-10 -5.397343e-18
0.02796      	4.885899e-09 1.571496e-10 -5.388285e-18
0.02797      	4.885495e-09 1.721003e-10 -5.379642e-18
0.02798      	4.885091e-09 1.867119e-10 -5.370735e-18
0.02799      	4.884688e-09 2.009589e-10 -5.362045e-18
0.028        	4.884291e-09 2.147969e-10 -5.352445e-18
0.02801      	4.883906e-09 2.282037e-10 -5.342758e-18
0.02802      	4.883527e-09 2.411505e-10 -5.333347e-18
0.02803      	4.883157e-09 2.536003e-10 -5.323660e-18
0.02804      	4.882798e-09 2.655305e-10 -5.313517e-18
0.02805      	4.882446e-09 2.769152e-10 -5.303343e-18
0.02806      	4.882106e-09 2.877205e-10 -5.292538e-18
0.02807      	4.881781e-09 2.979218e-10 -5.281793e-18
0.02808      	4.881475e-09 3.074843e-10 -5.271376e-18
0.02809      	4.881180e-09 3.164098e-10 -5.260495e-18
0.0281       	4.880900e-09 3.246525e-10 -5.250117e-18
0.02811      	4.880639e-09 3.322003e-10 -5.239226e-18
0.02812      	4.880397e-09 3.390383e-10 -5.228574e-18
0.02813      	4.880174e-09 3.451468e-10 -5.217879e-18
0.02814      	4.879968e-09 3.505109e-10 -5.207282e-18
0.02815      	4.879780e-09 3.551181e-10 -5.196801e-18
0.02816      	4.879612e-09 3.589526e-10 -5.186509e-18
0.02817      	4.879465e-09 3.620039e-10 -5.176462e-18
0.02818      	4.879337e-09 3.642694e-10 -5.166656e-18
0.02819      	4.879228e-09 3.657444e-10 -5.156776e-18
0.0282       	4.879133e-09 3.664238e-10 -5.147064e-18
0.02821      	4.879054e-09 3.663016e-10 -5.137767e-18
0.02822      	4.878992e-09 3.653808e-10 -5.128642e-18
0.02823      	4.878950e-09 3.636655e-10 -5.119718e-18
0.02824      	4.878923e-09 3.611541e-10 -5.110878e-18
0.02825      	4.878911e-09 3.578570e-10 -5.102165e-18
0.02826      	4.878911e-09 3.537851e-10 -5.093851e-18
0.02827      	4.878924e-09 3.489444e-10 -5.085674e-18
0.02828      	4.878946e-09 3.433437e-10 -5.077212e-18
0.02829      	4.878980e-09 3.370024e-10 -5.068982e-18
0.0283       	4.879020e-09 3.299342e-10 -5.060803e-18
0.02831      	4.879067e-09 3.221540e-10 -5.052310e-18
0.02832      	4.879121e-09 3.136870e-10 -5.044316e-18
0.02833      	4.879174e-09 3.045408e-10 -5.035557e-18
0.02834      	4.879225e-09 2.947470e-10 -5.026972e-18
0.02835      	4.879273e-09 2.843161e-10 -5.017526e-18
0.02836      	4.879318e-09 2.732852e-10 -5.010030e-18
0.02837      	4.879358e-09 2.616794e-10 -5.001786e-18
0.02838      	4.879392e-09 2.495184e-10 -4.992011e-18
0.02839      	4.879414e-09 2.368223e-10 -4.975736e-18
0.0284       	4.879423e-09 2.236263e-10 -4.974781e-18
0.02841      	4.879421e-09 2.099629e-10 -4.966556e-18
0.02842      	4.879405e-09 1.958601e-10 -4.959413e-18
0.02843      	4.879370e-09 1.813453e-10 -4.948773e-18
0.02844      	4.879317e-09 1.664502e-10 -4.939775e-18
0.02845      	4.879243e-09 1.511972e-10 -4.929403e-18
0.02846      	4.879152e-09 1.356307e-10 -4.917782e-18
0.02847      	4.879037e-09 1.197759e-10 -4.907250e-18
0.02848      	4.878902e-09 1.036657e-10 -4.893074e-18
0.02849      	4.878747e-09 8.733271e-11 -4.876319e-18
0.0285       	4.878571e-09 7.080930e-11 -4.860700e-18
0.02851      	4.878375e-09 5.412995e-11 -4.846168e-18
0.02852      	4.878159e-09 3.732458e-11 -4.828787e-18
0.02853      	4.877926e-09 2.042736e-11 -4.810411e-18
0.02854      	4.877674e-09 3.471232e-12 -4.790824e-18
0.02855      	4.877403e-09 -1.350348e-11 -4.770538e-18
0.02856      	4.877115e-09 -3.046537e-11 -4.748740e-18
0.02857      	4.876815e-09 -4.738443e-11 -4.725094e-18
0.02858      	4.876501e-09 -6.422918e-11 -4.700608e-18
0.02859      	4.876178e-09 -8.095522e-11 -4.674990e-18
0.0286       	4.875845e-09 -9.753363e-11 -4.648238e-18
0.02861      	4.875506e-09 -1.139306e-10 -4.620129e-18
0.02862      	4.875160e-09 -1.301182e-10 -4.590685e-18
0.02863      	4.874811e-09 -1.460538e-10 -4.559881e-18
0.02864      	4.874464e-09 -1.617009e-10 -4.527963e-18
0.02865      	4.874116e-09 -1.770400e-10 -4.495076e-18
0.02866      	4.873763e-09 -1.920318e-10 -4.461374e-18
0.02867      	4.873411e-09 -2.066448e-10 -4.426515e-18
0.02868      	4.873068e-09 -2.208377e-10 -4.391023e-18
0.02869      	4.872736e-09 -2.345843e-10 -4.354948e-18
0.0287       	4.872413e-09 -2.478550e-10 -4.318395e-18
0.02871      	4.872104e-09 -2.606034e-10 -4.281178e-18
0.02872      	4.871805e-09 -2.728167e-10 -4.243646e-18
0.02873      	4.871516e-09 -2.844659e-10 -4.205447e-18
0.02874      	4.871241e-09 -2.955223e-10 -4.166545e-18
0.02875      	4.870982e-09 -3.059485e-10 -4.127917e-18
0.02876      	4.870739e-09 -3.157267e-10 -4.089703e-18
0.02877      	4.870509e-09 -3.248438e-10 -4.050873e-18
0.02878      	4.870296e-09 -3.332575e-10 -4.011780e-18
0.02879      	4.870103e-09 -3.409572e-10 -3.973002e-18
0.0288       	4.869930e-09 -3.479290e-10 -3.933776e-18
0.02881      	4.869778e-09 -3.541561e-10 -3.895426e-18
0.02882      	4.869642e-09 -3.596162e-10 -3.857181e-18
0.02883      	4.869524e-09 -3.642983e-10 -3.819381e-18
0.02884      	4.869428e-09 -3.681943e-10 -3.781446e-18
0.02885      	4.869351e-09 -3.712902e-10 -3.744600e-18
0.02886      	4.869295e-09 -3.735859e-10 -3.707346e-18
0.02887      	4.869259e-09 -3.750693e-10 -3.671428e-18
0.02888      	4.869239e-09 -3.757426e-10 -3.636278e-18
0.02889      	4.869233e-09 -3.756008e-10 -3.601398e-18
0.0289       	4.869244e-09 -3.746453e-10 -3.567251e-18
0.02891      	4.869274e-09 -3.728815e-10 -3.533675e-18
0.02892      	4.869317e-09 -3.703067e-10 -3.501019e-18
0.02893      	4.869376e-09 -3.669352e-10 -3.468797e-18
0.02894      	4.869447e-09 -3.627759e-10 -3.437609e-18
0.02895      	4.869531e-09 -3.578397e-10 -3.406766e-18
0.02896      	4.869624e-09 -3.521363e-10 -3.376606e-18
0.02897      	4.869727e-09 -3.456796e-10 -3.347694e-18
0.02898      	4.869833e-09 -3.384857e-10 -3.319753e-18
0.02899      	4.869946e-09 -3.305739e-10 -3.292488e-18
0.029        	4.870065e-09 -3.219648e-10 -3.265749e-18
0.02901      	4.870183e-09 -3.126743e-10 -3.239691e-18
0.02902      	4.870297e-09 -3.027330e-10 -3.209164e-18
0.02903      	4.870408e-09 -2.921571e-10 -3.191568e-18
0.02904      	4.870515e-09 -2.809696e-10 -3.169743e-18
0.02905      	4.870617e-09 -2.692062e-10 -3.148288e-18
0.02906      	4.870709e-09 -2.568838e-10 -3.129597e-18
0.02907      	4.870788e-09 -2.440261e-10 -3.107356e-18
0.02908      	4.870854e-09 -2.306729e-10 -3.090700e-18
0.02909      	4.870909e-09 -2.168484e-10 -3.052933e-18
0.0291       	4.870945e-09 -2.025782e-10 -3.052023e-18
0.02911      	4.870962e-09 -1.879004e-10 -3.042187e-18
0.02912      	4.870959e-09 -1.728387e-10 -3.030829e-18
0.02913      	4.870938e-09 -1.574252e-10 -3.018834e-18
0.02914      	4.870896e-09 -1.416939e-10 -3.007531e-18
0.02915      	4.870830e-09 -1.256749e-10 -2.996589e-18
0.02916      	4.870742e-09 -1.094009e-10 -2.986687e-18
0.02917      	4.870632e-09 -9.290188e-11 -2.975821e-18
0.02918      	4.870502e-09 -7.621911e-11 -2.966583e-18
0.02919      	4.870352e-09 -5.937916e-11 -2.959226e-18
0.0292       	4.870180e-09 -4.241315e-11 -2.952948e-18
0.02921      	4.869985e-09 -2.535284e-11 -2.947777e-18
0.02922      	4.869772e-09 -8.237587e-12 -2.942448e-18
0.02923      	4.869541e-09 8.903082e-12 -2.937669e-18
0.02924      	4.869293e-09 2.602647e-11 -2.932493e-18
0.02925      	4.869033e-09 4.310818e-11 -2.928287e-18
0.02926      	4.868758e-09 6.011421e-11 -2.923589e-18
0.02927      	4.868472e-09 7.700775e-11 -2.919320e-18
0.02928      	4.868177e-09 9.374579e-11 -2.915134e-18
0.02929      	4.867873e-09 1.103046e-10 -2.911290e-18
0.0293       	4.867564e-09 1.266481e-10 -2.907036e-18
0.02931      	4.867250e-09 1.427435e-10 -2.902608e-18
0.02932      	4.866942e-09 1.585445e-10 -2.897998e-18
0.02933      	4.866630e-09 1.740414e-10 -2.893435e-18
0.02934      	4.866319e-09 1.891823e-10 -2.888856e-18
0.02935      	4.866003e-09 2.039441e-10 -2.883434e-18
0.02936      	4.865692e-09 2.182874e-10 -2.878397e-18
0.02937      	4.865393e-09 2.321796e-10 -2.872635e-18
0.02938      	4.865104e-09 2.455898e-10 -2.866685e-18
0.02939      	4.864826e-09 2.584832e-10 -2.860566e-18
0.0294       	4.864561e-09 2.708400e-10 -2.853947e-18
0.02941      	4.864309e-09 2.826219e-10 -2.847059e-18
0.02942      	4.864069e-09 2.938101e-10 -2.839574e-18
0.02943      	4.863844e-09 3.043644e-10 -2.831843e-18
0.02944      	4.863640e-09 3.142647e-10 -2.824167e-18
0.02945      	4.863445e-09 3.235003e-10 -2.815990e-18
0.02946      	4.863266e-09 3.320326e-10 -2.807817e-18
0.02947      	4.863108e-09 3.398444e-10 -2.799145e-18
0.02948      	4.862971e-09 3.469252e-10 -2.790466e-18
0.02949      	4.862852e-09 3.532537e-10 -2.781598e-18
0.0295       	4.862755e-09 3.588145e-10 -2.772523e-18
0.02951      	4.862674e-09 3.635913e-10 -2.763420e-18
0.02952      	4.862614e-09 3.675769e-10 -2.754144e-18
0.02953      	4.862576e-09 3.707588e-10 -2.745078e-18
0.02954      	4.862557e-09 3.731357e-10 -2.735815e-18
0.02955      	4.862561e-09 3.746997e-10 -2.726433e-18
0.02956      	4.862582e-09 3.754494e-10 -2.717139e-18
0.02957      	4.862619e-09 3.753795e-10 -2.708126e-18
0.02958      	4.862672e-09 3.744939e-10 -2.699174e-18
0.02959      	4.862745e-09 3.727985e-10 -2.689965e-18
0.0296       	4.862834e-09 3.702909e-10 -2.680776e-18
0.02961      	4.862940e-09 3.669836e-10 -2.671549e-18
0.02962      	4.863058e-09 3.628888e-10 -2.662788e-18
0.02963      	4.863190e-09 3.580138e-10 -2.653607e-18
0.02964      	4.863333e-09 3.523696e-10 -2.644393e-18
0.02965      	4.863487e-09 3.459739e-10 -2.635235e-18
0.02966      	4.863647e-09 3.388440e-10 -2.625651e-18
0.02967      	4.863815e-09 3.309947e-10 -2.615864e-18
0.02968      	4.863989e-09 3.224500e-10 -2.606499e-18
0.02969      	4.864164e-09 3.132218e-10 -2.596273e-18
0.0297       	4.864336e-09 3.033405e-10 -2.586405e-18
0.02971      	4.864506e-09 2.928202e-10 -2.575822e-18
0.02972      	4.864672e-09 2.816972e-10 -2.567367e-18
0.02973      	4.864833e-09 2.699960e-10 -2.557681e-18
0.02974      	4.864986e-09 2.577352e-10 -2.547972e-18
0.02975      	4.865129e-09 2.449427e-10 -2.537660e-18
0.02976      	4.865257e-09 2.316457e-10 -2.532475e-18
0.02977      	4.865373e-09 2.178838e-10 -2.524254e-18
0.02978      	4.865472e-09 2.036788e-10 -2.509770e-18
0.02979      	4.865552e-09 1.890655e-10 -2.500280e-18
0.0298       	4.865608e-09 1.740646e-10 -2.490136e-18
0.02981      	4.865646e-09 1.587091e-10 -2.481096e-18
0.02982      	4.865666e-09 1.430394e-10 -2.471632e-18
0.02983      	4.865662e-09 1.270834e-10 -2.461206e-18
0.02984      	4.865634e-09 1.108694e-10 -2.448928e-18
0.02985      	4.865582e-09 9.442747e-11 -2.435056e-18
0.02986      	4.865509e-09 7.779577e-11 -2.419033e-18
0.02987      	4.865417e-09 6.100789e-11 -2.407357e-18
0.02988      	4.865302e-09 4.409287e-11 -2.393520e-18
0.02989      	4.865166e-09 2.708420e-11 -2.378365e-18
0.0299       	4.865011e-09 1.000868e-11 -2.362000e-18
0.02991      	4.864835e-09 -7.086568e-12 -2.345548e-18
0.02992      	4.864641e-09 -2.417367e-11 -2.327181e-18
0.02993      	4.864434e-09 -4.122144e-11 -2.307832e-18
0.02994      	4.864211e-09 -5.819602e-11 -2.287667e-18
0.02995      	4.863978e-09 -7.506016e-11 -2.266207e-18
0.02996      	4.863737e-09 -9.177653e-11 -2.244355e-18
0.02997      	4.863487e-09 -1.083158e-10 -2.221558e-18
0.02998      	4.863232e-09 -1.246456e-10 -2.196889e-18
0.02999      	4.862972e-09 -1.407312e-10 -2.171086e-18
0.03         	4.862711e-09 -1.565417e-10 -2.144639e-18
0.03001      	4.862453e-09 -1.720361e-10 -2.117375e-18
0.03002      	4.862191e-09 -1.871915e-10 -2.089206e-18
0.03003      	4.861927e-09 -2.019664e-10 -2.059885e-18
0.03004      	4.861671e-09 -2.163315e-10 -2.030081e-18
0.03005      	4.861423e-09 -2.302530e-10 -2.000016e-18
0.03006      	4.861188e-09 -2.436997e-10 -1.969116e-18
0.03007      	4.860965e-09 -2.566272e-10 -1.937431e-18
0.03008      	4.860755e-09 -2.690190e-10 -1.905629e-18
0.03009      	4.860555e-09 -2.808514e-10 -1.873257e-18
0.0301       	4.860369e-09 -2.920913e-10 -1.840360e-18
0.03011      	4.860200e-09 -3.027049e-10 -1.807281e-18
0.03012      	4.860049e-09 -3.126683e-10 -1.774460e-18
0.03013      	4.859908e-09 -3.219715e-10 -1.741506e-18
0.03014      	4.859783e-09 -3.305753e-10 -1.707487e-18
0.03015      	4.859677e-09 -3.384642e-10 -1.673987e-18
0.03016      	4.859592e-09 -3.456241e-10 -1.640533e-18
